,episode_name,dialogue,person_scene,season,episode,persons_bert,num_sentences
29881,Series 06 Episode 17 – The Monster Isolation," Well, is that all of it? (Pulls a Rubik’s cube from his pants.) Just set it down.",Leonard,06,17,['R'],3
29910,Series 06 Episode 17 – The Monster Isolation," She’s pretty good, huh?",Leonard,06,17,[],1
29914,Series 06 Episode 17 – The Monster Isolation,She really is.,Leonard,06,17,[],1
29918,Series 06 Episode 18 – The Contractual Obligation Implementation," Look, I know you guys don’t want to do this, but we have no choice. So, you can either bitch and whine or we can just get it over with.",Leonard,06,18,[],2
29921,Series 06 Episode 18 – The Contractual Obligation Implementation," Yeah, well, it’s in our contract to serve on a university committee. And frankly, this is one I believe in. Okay, here we go. Encouraging more women to pursue a career in the sciences.",Leonard,06,18,[],4
29924,Series 06 Episode 18 – The Contractual Obligation Implementation,Helping women? Y,Leonard,06,18,[],2
29926,Series 06 Episode 18 – The Contractual Obligation Implementation," Oh, like yesterday, when you made me drive you to the dry cleaners, the pharmacy and the post office?",Leonard,06,18,[],1
29928,Series 06 Episode 18 – The Contractual Obligation Implementation,You don’t think it’s worthwhile to try to get more women working in science.,Leonard,06,18,[],1
29930,Series 06 Episode 18 – The Contractual Obligation Implementation," You mean where they were advanced enough to invent an interstellar warp drive, but a black lady still answered the space phone?",Leonard,06,18,[],1
29933,Series 06 Episode 18 – The Contractual Obligation Implementation," Yes, I know, you’re too smart for this.",Leonard,06,18,[],1
29935,Series 06 Episode 18 – The Contractual Obligation Implementation," Got it. All right, I’m thinking one way to counter bias in the peer-review process, is for papers to be submitted under gender-neutral names. Like S. Smith instead of Samantha Smith.",Leonard,06,18,"['S', 'Samantha']",3
29938,Series 06 Episode 18 – The Contractual Obligation Implementation," Guys, please don’t make this a school project where I’m the smart kid doing all the work while the slackers sit back and watch.",Leonard,06,18,[],1
29943,Series 06 Episode 18 – The Contractual Obligation Implementation," Guys, our topic is encouraging women in science, can you at least play a less sexist game",Leonard,06,18,[],1
29947,Series 06 Episode 18 – The Contractual Obligation Implementation," Sheldon, you’re always saying how much smarter you are than me. Spend five seconds and come up with one idea on how to get more women into science.",Leonard,06,18,['Sheldon'],2
29949,Series 06 Episode 18 – The Contractual Obligation Implementation,That’s actually good. Why didn’t I think of that?,Leonard,06,18,[],2
29951,Series 06 Episode 18 – The Contractual Obligation Implementation,I wonder if there’s a way we could give the idea a trial run.,Leonard,06,18,[],1
29953,Series 06 Episode 18 – The Contractual Obligation Implementation," That’s great, try to set up something for the three of us to go over there.",Leonard,06,18,[],1
29984,Series 06 Episode 18 – The Contractual Obligation Implementation,It’s nice of your old school to let us try out our science talk on some female students.,Leonard,06,18,[],1
29988,Series 06 Episode 18 – The Contractual Obligation Implementation,And now you’re also an astronaut.,Leonard,06,18,[],1
30022,Series 06 Episode 18 – The Contractual Obligation Implementation," Okay, who’s ready for some science? Me, too. Okay, I am Dr. Leonard Hofstadter. I am here with my friends Dr. Cooper and real-life astronaut Howard Wolowitz, and we are going to show you girls how cool a job in science can be. How cool, you ask? Well, how about negative 273 degrees, ’cause that’s the temperature at which entropy reaches its minimum value. Did I just learn something new and have fun doing it? What? All right. So now let’s bring out theoretical physicist Dr. Sheldon Cooper.",Leonard,06,18,"['Leonard', 'Cooper', 'Howard', 'Sheldon']",10
30031,Series 06 Episode 18 – The Contractual Obligation Implementation," Alright, alright. Boy, we are learning a lot here, huh? Thank you, astronaut Howard. Um, I am what’s called an experimental physicist, which is super-fun, because I get to test theories and work with lasers. Yes?",Leonard,06,18,['Howard'],5
30033,Series 06 Episode 18 – The Contractual Obligation Implementation," Uh, excellent question. Um, I suppose I’ve always been into science, you know. My mother and father are scientists, so I was kind of led in that direction. Uh, pushed might be a better way to describe it. To be honest with you guys, when I was your age, I wanted to be a rap star. Like Snoop Dogg, but with a healthy respect for the police. Yeah, no, sure, you laugh. Just like my mother did. After I confided, I was derided and chided, my moms and I collided. She said my dreams were misguided. That’s just a little freestyle.",Leonard,06,18,['S'],11
30045,Series 06 Episode 18 – The Contractual Obligation Implementation," I never wanted to play the cello. How do you meet girls playing the cello? Hey, you want to come over to my house and listen to me play an instrument that sounds like a suicidal bumblebee?",Leonard,06,18,[],3
30066,Series 06 Episode 18 – The Contractual Obligation Implementation," Hey, how was your… what?",Leonard,06,18,[],1
30095,Series 06 Episode 19 – The Closet Reconfiguration,I had no choice. He kept kicking the back of my seat.,Leonard,06,19,[],2
30111,Series 06 Episode 19 – The Closet Reconfiguration," Sheldon, come on. It’s getting late. Time to go.",Leonard,06,19,['Sheldon'],3
30113,Series 06 Episode 19 – The Closet Reconfiguration,That’s what you said five minutes ago. Amy and Penny are already in the car. Let’s move it.,Leonard,06,19,"['Amy', 'Penny']",3
30117,Series 06 Episode 19 – The Closet Reconfiguration," Sheldon, it’s, wait, I can go home without you? Bye.",Leonard,06,19,['Sheldon'],2
30132,Series 06 Episode 19 – The Closet Reconfiguration," You know, when I first met Howard, he would pull his scrotum out of his shorts and say, aw, I sat in gum.",Leonard,06,19,['Howard'],1
30134,Series 06 Episode 19 – The Closet Reconfiguration," Well, it’s just kind of weird how grown up he is now. Happily married guy throwing dinner parties.",Leonard,06,19,[],2
30136,Series 06 Episode 19 – The Closet Reconfiguration,Trying to paint a picture.,Leonard,06,19,[],1
30138,Series 06 Episode 19 – The Closet Reconfiguration," Mm, you know, we could throw a dinner party, too. Maybe even ask everyone to get dressed up.",Leonard,06,19,[],2
30140,Series 06 Episode 19 – The Closet Reconfiguration,Yeah. Although…,Leonard,06,19,[],2
30191,Series 06 Episode 19 – The Closet Reconfiguration," Actually, all I did was invite you.",Leonard,06,19,[],1
30193,Series 06 Episode 19 – The Closet Reconfiguration," I’m thinking you need a testosterone patch. Penny and I just want to do something low-key. You know, cocktails, light jazz music, hors d’oeuvres.",Leonard,06,19,['Penny'],3
30195,Series 06 Episode 19 – The Closet Reconfiguration," Hey, where have you been?",Leonard,06,19,[],1
30197,Series 06 Episode 19 – The Closet Reconfiguration," One, two, three, four, five, six, seven, eight, nine, ten. I meant, golly, Sheldon, you’ve been gone a long time.",Leonard,06,19,['Sheldon'],2
30199,Series 06 Episode 19 – The Closet Reconfiguration,What information?,Leonard,06,19,[],1
30203,Series 06 Episode 19 – The Closet Reconfiguration," Fine, then that.",Leonard,06,19,[],1
30209,Series 06 Episode 19 – The Closet Reconfiguration,As is the company.,Leonard,06,19,[],1
30212,Series 06 Episode 19 – The Closet Reconfiguration," Hey, uh, listen, everybody. Before Howard gets here, et’s all just agree to not bring up the letter from his father.",Leonard,06,19,['Howard'],2
30230,Series 06 Episode 19 – The Closet Reconfiguration,Same here.,Leonard,06,19,[],1
30232,Series 06 Episode 19 – The Closet Reconfiguration," You know, too.",Leonard,06,19,[],1
30255,Series 06 Episode 19 – The Closet Reconfiguration," When you left, you weren’t sure whether or not you wanted to know what was in your dad’s letter, so we came up with kind of a cool solution.",Leonard,06,19,[],1
30262,Series 06 Episode 19 – The Closet Reconfiguration," Raj, you’re up.",Leonard,06,19,['Raj'],1
30264,Series 06 Episode 19 – The Closet Reconfiguration,Sheldon.,Leonard,06,19,['Sheldon'],1
30269,Series 06 Episode 19 – The Closet Reconfiguration,Amy.,Leonard,06,19,['Amy'],1
30273,Series 06 Episode 19 – The Closet Reconfiguration,Penny.,Leonard,06,19,['Penny'],1
30278,Series 06 Episode 19 – The Closet Reconfiguration," Okay, my turn. Your dad wrote about how family is the most important thing, and that you should never throw it away like he did.",Leonard,06,19,[],2
30280,Series 06 Episode 19 – The Closet Reconfiguration,Bernadette.,Leonard,06,19,['Bern'],1
30283,Series 06 Episode 19 – The Closet Reconfiguration," So, which one do you think it is, matey?",Leonard,06,19,[],1
30285,Series 06 Episode 19 – The Closet Reconfiguration," Well, one of them is.",Leonard,06,19,[],1
30289,Series 06 Episode 19 – The Closet Reconfiguration," Yeah, cool.",Leonard,06,19,[],1
30300,Series 06 Episode 19 – The Closet Reconfiguration," Yeah, I think so.",Leonard,06,19,[],1
30308,Series 06 Episode 20 – The Tenure Turbulence," I was reading about this jellyfish that never dies. Instead, it reverts to its asexual state and then grows up again.",Leonard,06,20,[],2
30310,Series 06 Episode 20 – The Tenure Turbulence," My point is, immortality is not only a possibility, it is real.",Leonard,06,20,[],1
30319,Series 06 Episode 20 – The Tenure Turbulence," Oh, my God.",Leonard,06,20,[],1
30329,Series 06 Episode 20 – The Tenure Turbulence," No. I mean, I’ll apply, but I’m not gonna stoop to playing politics.",Leonard,06,20,[],2
30332,Series 06 Episode 20 – The Tenure Turbulence," Excuse me, but I think I’m just as qualified as you are.",Leonard,06,20,[],1
30336,Series 06 Episode 20 – The Tenure Turbulence,Yup.,Leonard,06,20,[],1
30338,Series 06 Episode 20 – The Tenure Turbulence," Mm, not really.",Leonard,06,20,[],1
30352,Series 06 Episode 20 – The Tenure Turbulence,I just keep thinking about how cool it would be if I called my mom and told her that I got tenure at Caltech.,Leonard,06,20,[],1
30354,Series 06 Episode 20 – The Tenure Turbulence," Oh, very. Assuming she takes my call.",Leonard,06,20,[],2
30364,Series 06 Episode 20 – The Tenure Turbulence,I’m not gonna schmooze anybody. I’m gonna let my work speak for itself.,Leonard,06,20,[],2
30366,Series 06 Episode 20 – The Tenure Turbulence," Thank you. I’m a naive idiot, right?",Leonard,06,20,[],2
30379,Series 06 Episode 20 – The Tenure Turbulence,Hey-hey-hey-hey-hey. Mrs. Davis.,Leonard,06,20,['Davis'],2
30381,Series 06 Episode 20 – The Tenure Turbulence,Hey.,Leonard,06,20,[],1
30383,Series 06 Episode 20 – The Tenure Turbulence,Yeah. Just thought I’d come down and start getting ready for swimsuit season.,Leonard,06,20,[],2
30385,Series 06 Episode 20 – The Tenure Turbulence,Not that you need it. I bet you look great in a swimsuit.,Leonard,06,20,[],2
30387,Series 06 Episode 20 – The Tenure Turbulence," I’ve got what my father used to call furniture disease. My chest is falling into my drawers. I’m not, uh, familiar with this model. How do I make it start?",Leonard,06,20,[],4
30389,Series 06 Episode 20 – The Tenure Turbulence,Right. This one might be broken.,Leonard,06,20,[],2
30391,Series 06 Episode 20 – The Tenure Turbulence," Got it. Oh. There. Oh, yeah. Yeah, now I’m feeling it. Oh, this is great. I could do this for the rest of my life. Hey, speaking, speaking of things you do for the rest of your life, uh, did I read that you’re on that-that tenure committee?",Leonard,06,20,[],8
30393,Series 06 Episode 20 – The Tenure Turbulence," Well, I’m sure you have a lot of good applicants, I just wanted to say hi and let you know that I’ll be throwing my hat in the ring.",Leonard,06,20,[],1
30395,Series 06 Episode 20 – The Tenure Turbulence,Yeah.,Leonard,06,20,[],1
30397,Series 06 Episode 20 – The Tenure Turbulence,Go away.,Leonard,06,20,[],1
30400,Series 06 Episode 20 – The Tenure Turbulence," Well, look at that. Burned a whole calorie.",Leonard,06,20,[],2
30404,Series 06 Episode 20 – The Tenure Turbulence," Oh, if you, if you like banana bread, I’ve got a-a great recipe. The trick is in, in fresh ground, I’ll e-mail it to you.",Leonard,06,20,[],2
30407,Series 06 Episode 20 – The Tenure Turbulence,That’s enough cardio for me. I’m just gonna stretch out before I hit the weights.,Leonard,06,20,[],2
30409,Series 06 Episode 20 – The Tenure Turbulence,Call someone.,Leonard,06,20,[],1
30426,Series 06 Episode 20 – The Tenure Turbulence,Gentlemen.,Leonard,06,20,[],1
30428,Series 06 Episode 20 – The Tenure Turbulence,Nurse’s office.,Leonard,06,20,[],1
30430,Series 06 Episode 20 – The Tenure Turbulence," Asthma, heart, some kind of attack. I’m fine, though.",Leonard,06,20,[],2
30433,Series 06 Episode 20 – The Tenure Turbulence,Probably not.,Leonard,06,20,[],1
30447,Series 06 Episode 20 – The Tenure Turbulence,Do anything interesting today?,Leonard,06,20,[],1
30449,Series 06 Episode 20 – The Tenure Turbulence," Wait, Sheldon’s going to be there? We all promised we weren’t going to go.",Leonard,06,20,['Sheldon'],2
30451,Series 06 Episode 20 – The Tenure Turbulence,I know. I was hoping to go without anyone finding out.,Leonard,06,20,[],2
30453,Series 06 Episode 20 – The Tenure Turbulence," Oh, that’s nice, but it-it’s just gonna be a room full of boring old men and I’m not sure how much help you’d be.",Leonard,06,20,[],1
30455,Series 06 Episode 20 – The Tenure Turbulence," Oh, yeah. No. Thanks, that would be great help. You realize you might kill some of them.",Leonard,06,20,[],4
30474,Series 06 Episode 20 – The Tenure Turbulence," Well, well, well, Sheldon, fancy meeting you here. I guess the train store in Glendale wasn’t having a cotillion after all. And you, you said you weren’t coming here, either.",Leonard,06,20,['Sheldon'],3
30479,Series 06 Episode 20 – The Tenure Turbulence,Do it.,Leonard,06,20,[],1
30485,Series 06 Episode 20 – The Tenure Turbulence,Way to hit ’em with both barrels.,Leonard,06,20,[],1
30496,Series 06 Episode 20 – The Tenure Turbulence," Okay, okay. Guys, what are we doing here?",Leonard,06,20,[],2
30498,Series 06 Episode 20 – The Tenure Turbulence," Oh, you do what you want, but I don’t want to lose my friends over tenure. Friends are forever.",Leonard,06,20,[],2
30501,Series 06 Episode 20 – The Tenure Turbulence,I’m just gonna go home and let my work speak for itself.,Leonard,06,20,[],1
30503,Series 06 Episode 20 – The Tenure Turbulence," How about it, Sheldon?",Leonard,06,20,['Sheldon'],1
30510,Series 06 Episode 20 – The Tenure Turbulence,No. We cannot lose to that jerk.,Leonard,06,20,[],2
30531,Series 06 Episode 21 – The Closure Alternative," Yeah. Uh, maybe we were hacked. You know, the Chinese have been hacking everything lately.",Leonard,06,21,[],3
30533,Series 06 Episode 21 – The Closure Alternative,I don’t know. It’s a fat guy on a Segway. That’s funny everywhere.,Leonard,06,21,[],3
30536,Series 06 Episode 21 – The Closure Alternative," You know, if you’re trying to make space on the DVR, why don’t you just get rid of some of the stuff you’ve already watched? Like, um, Alphas.",Leonard,06,21,[],2
30538,Series 06 Episode 21 – The Closure Alternative,There is no season three. They cancelled that show.,Leonard,06,21,[],2
30540,Series 06 Episode 21 – The Closure Alternative,They did.,Leonard,06,21,[],1
30547,Series 06 Episode 21 – The Closure Alternative," Oh, please, don’t do that.",Leonard,06,21,[],1
30550,Series 06 Episode 21 – The Closure Alternative," Ah, don’t. If they didn’t want to be yelled at by crazy nerds, they shouldn’t have started a sci-fi channel.",Leonard,06,21,[],2
30572,Series 06 Episode 21 – The Closure Alternative," With all the TV Sheldon was talking about, I had the greatest idea ever. It even blows away my idea for a Star Wars themed coffee shop called Brewbacca’s. You need to watch Buffy the Vampire Slayer. It is the perfect show for the two of us. It’s got action and jokes and hot vampires and romance. I cannot oversell this. What do you say?",Leonard,06,21,['Sheldon'],7
30574,Series 06 Episode 21 – The Closure Alternative,I thought you grew up on a farm.,Leonard,06,21,[],1
30603,Series 06 Episode 21 – The Closure Alternative," So, did you love it? Of course you loved it. How could you not love it? Tell me how much you loved it.",Leonard,06,21,[],4
30605,Series 06 Episode 21 – The Closure Alternative," Oh, don’t say cute. That’s the worst.",Leonard,06,21,[],2
30607,Series 06 Episode 21 – The Closure Alternative,It just makes things seem small. It diminishes them.,Leonard,06,21,[],2
30609,Series 06 Episode 21 – The Closure Alternative," You can try, but nobody’s gonna believe you. I just, I don’t understand how you can watch a show that great and not be excited by it.",Leonard,06,21,[],2
30611,Series 06 Episode 21 – The Closure Alternative," Well, then, tell your face.",Leonard,06,21,[],1
30613,Series 06 Episode 21 – The Closure Alternative,You know what? Never mind. We gave it a shot. Let’s just see what else is on.,Leonard,06,21,[],4
30615,Series 06 Episode 21 – The Closure Alternative,Well…,Leonard,06,21,[],1
30617,Series 06 Episode 21 – The Closure Alternative,Really?,Leonard,06,21,[],1
30619,Series 06 Episode 21 – The Closure Alternative," All right, cool. I think you’ll like the next one better. All the cheerleaders are suffering from an evil curse.",Leonard,06,21,[],3
30694,Series 06 Episode 21 – The Closure Alternative," The Harmony One was fine. We didn’t need to upgrade to the eleven hundred, which he knows is too big for my hand.",Leonard,06,21,[],2
30696,Series 06 Episode 21 – The Closure Alternative," Oh, my cute little tushy strikes again.",Leonard,06,21,[],1
30698,Series 06 Episode 21 – The Closure Alternative,Those things can still happen.,Leonard,06,21,[],1
30700,Series 06 Episode 21 – The Closure Alternative,That’s a big deal.,Leonard,06,21,[],1
30702,Series 06 Episode 21 – The Closure Alternative," So, does that mean we get to do stuff like talk about cool shows or get dressed up in matching costumes and go to Comic-Con?",Leonard,06,21,[],1
30721,Series 06 Episode 22 – The Proton Resurgence," The interface is pretty simple. You put your horizontal X coordinate here, vertical Y coordinate here. When you’re happy with those, you press this button.",Leonard,06,22,[],3
30724,Series 06 Episode 22 – The Proton Resurgence,Nice shot.,Leonard,06,22,[],1
30727,Series 06 Episode 22 – The Proton Resurgence,You’re kidding. He’s still alive?,Leonard,06,22,[],2
30730,Series 06 Episode 22 – The Proton Resurgence,He was the host of this great… Hey!,Leonard,06,22,[],1
30733,Series 06 Episode 22 – The Proton Resurgence,It was pretty cool.,Leonard,06,22,[],1
30736,Series 06 Episode 22 – The Proton Resurgence,Hire him to do what?,Leonard,06,22,[],1
30738,Series 06 Episode 22 – The Proton Resurgence," It would be pretty awesome to hang out with him. I just used awesome wrong, didn’t I?",Leonard,06,22,[],2
30740,Series 06 Episode 22 – The Proton Resurgence,Do you remember his old theme song?,Leonard,06,22,[],1
30750,Series 06 Episode 22 – The Proton Resurgence,You’re kidding.,Leonard,06,22,[],1
30755,Series 06 Episode 22 – The Proton Resurgence,And he wrote him a cheque.,Leonard,06,22,[],1
30768,Series 06 Episode 22 – The Proton Resurgence,Yes.,Leonard,06,22,[],1
30770,Series 06 Episode 22 – The Proton Resurgence,Great.,Leonard,06,22,[],1
30772,Series 06 Episode 22 – The Proton Resurgence," Well, I can, so shut up.",Leonard,06,22,[],1
30774,Series 06 Episode 22 – The Proton Resurgence," Sheldon, you know that if you stay up all night, you’re gonna be sleepy tomorrow. And a sleepy Sheldon is a cranky Sheldon. And a cranky Sheldon is actually no different than a regular Sheldon. Good night.",Leonard,06,22,"['Sheldon', 'Sheldon', 'Sheldon', 'Sheldon', 'Sheldon']",4
30776,Series 06 Episode 22 – The Proton Resurgence,That’s not ridiculous. Good night.,Leonard,06,22,[],2
30778,Series 06 Episode 22 – The Proton Resurgence,No.,Leonard,06,22,[],1
30780,Series 06 Episode 22 – The Proton Resurgence," Okay, good night.",Leonard,06,22,[],1
30782,Series 06 Episode 22 – The Proton Resurgence,What?,Leonard,06,22,[],1
30805,Series 06 Episode 22 – The Proton Resurgence,Where is he?,Leonard,06,22,[],1
30807,Series 06 Episode 22 – The Proton Resurgence," Mr. Jeffries, I am so sorry. We should’ve told you about the broken elevator.",Leonard,06,22,['Jeff'],2
30815,Series 06 Episode 22 – The Proton Resurgence," Actually, he’s a genius.",Leonard,06,22,[],1
30818,Series 06 Episode 22 – The Proton Resurgence," Mr. Jeffries, I’m, I’m Leonard. This is my girlfriend, Penny.",Leonard,06,22,"['Leonard', 'Penny']",2
30824,Series 06 Episode 22 – The Proton Resurgence," Yes, sir.",Leonard,06,22,[],1
30828,Series 06 Episode 22 – The Proton Resurgence,We just wanted to hang out with you and maybe learn a little about your life.,Leonard,06,22,[],1
30830,Series 06 Episode 22 – The Proton Resurgence," That’s too bad. But still, working with kids, it must be rewarding.",Leonard,06,22,[],2
30864,Series 06 Episode 22 – The Proton Resurgence,Then what is it?,Leonard,06,22,[],1
30878,Series 06 Episode 22 – The Proton Resurgence," I bet there are important discoveries being made every day because you inspired millions of kids to pursue science. In a way, their discoveries are your discoveries.",Leonard,06,22,[],2
30881,Series 06 Episode 22 – The Proton Resurgence,It’s important you know how much you mean to us.,Leonard,06,22,[],1
30885,Series 06 Episode 22 – The Proton Resurgence," I’ll, I’ll call for help.",Leonard,06,22,[],1
30892,Series 06 Episode 22 – The Proton Resurgence,You want one of us to go with you in the ambulance?,Leonard,06,22,[],1
30899,Series 06 Episode 22 – The Proton Resurgence,I’m sorry things turned out this way.,Leonard,06,22,[],1
30955,Series 06 Episode 23 – The Love Spell Potential,It’s gonna get crazy.,Leonard,06,23,[],1
30965,Series 06 Episode 23 – The Love Spell Potential," I’ve got my helm of lordly might, my boots of speed, and if things get too exciting, my inhaler of asthma.",Leonard,06,23,[],1
30978,Series 06 Episode 23 – The Love Spell Potential,Yeah?,Leonard,06,23,[],1
30980,Series 06 Episode 23 – The Love Spell Potential," Oh, that’s nice. But relax, sometimes change is good. Uh, you were worried about Zachary Quinto being the new Spock, but you wound up liking him.",Leonard,06,23,"['Zachary', 'S']",3
30983,Series 06 Episode 23 – The Love Spell Potential," See, Howard’s just as good a dungeon master as I am.",Leonard,06,23,['Howard'],1
30986,Series 06 Episode 23 – The Love Spell Potential," Hey, hey, hey, you can’t leave. We just started.",Leonard,06,23,[],2
31008,Series 06 Episode 23 – The Love Spell Potential,I push my shoulder against the secret door to see if it gives way.,Leonard,06,23,[],1
31011,Series 06 Episode 23 – The Love Spell Potential," Hey, I always did sound effects. A-A swarm of bloodthirsty bats fly through the dungeon. (Clicking sounds) Uh, uh, they attack a nearby unicorn. (Strange howl)",Leonard,06,23,[],4
31022,Series 06 Episode 23 – The Love Spell Potential," No, no, no, Amy, wait. I know it’s not the night you had in mind, but why don’t you guys stay and play with us? It’ll be fun.",Leonard,06,23,['Amy'],3
31024,Series 06 Episode 23 – The Love Spell Potential," What’s the big deal? Raj bailed, so we could use some extra players.",Leonard,06,23,['Raj'],2
31027,Series 06 Episode 23 – The Love Spell Potential," So, what do you say?",Leonard,06,23,[],1
31034,Series 06 Episode 23 – The Love Spell Potential," Double potion, please.",Leonard,06,23,[],1
31038,Series 06 Episode 23 – The Love Spell Potential,I draw my broadsword.,Leonard,06,23,[],1
31049,Series 06 Episode 23 – The Love Spell Potential,Yeah.,Leonard,06,23,[],1
31074,Series 06 Episode 23 – The Love Spell Potential," All right, Amy, there’s one ogre left. Take him out.",Leonard,06,23,['Amy'],2
31099,Series 06 Episode 23 – The Love Spell Potential," All right, Amy, it’s your turn. We need one more hit. Finish him off.",Leonard,06,23,['Amy'],3
31115,Series 06 Episode 23 – The Love Spell Potential," Ooh! Sorry, I thought you were gonna do that.",Leonard,06,23,[],2
31149,Series 06 Episode 23 – The Love Spell Potential," Hey, you guys have been in there for a while. You doing okay?",Leonard,06,23,[],2
31155,Series 06 Episode 24 – The Bon Voyage Reaction," Oh, that sounds romantic.",Leonard,06,24,[],1
31157,Series 06 Episode 24 – The Bon Voyage Reaction," So, are we ever gonna hang out with this girl?",Leonard,06,24,[],1
31160,Series 06 Episode 24 – The Bon Voyage Reaction,How’s that been working for you?,Leonard,06,24,[],1
31163,Series 06 Episode 24 – The Bon Voyage Reaction,I have a job.,Leonard,06,24,[],1
31166,Series 06 Episode 24 – The Bon Voyage Reaction," Well, do you really think I have a shot?",Leonard,06,24,[],1
31168,Series 06 Episode 24 – The Bon Voyage Reaction," He knows, wow.",Leonard,06,24,[],1
31174,Series 06 Episode 24 – The Bon Voyage Reaction,What do you think?,Leonard,06,24,[],1
31176,Series 06 Episode 24 – The Bon Voyage Reaction,Interesting that you would bring that up when I might go work on a boat.,Leonard,06,24,[],1
31178,Series 06 Episode 24 – The Bon Voyage Reaction,I know what you’re doing. You don’t want me going on this research trip because you’re afraid to be alone.,Leonard,06,24,[],2
31180,Series 06 Episode 24 – The Bon Voyage Reaction,Sheldon.,Leonard,06,24,['Sheldon'],1
31182,Series 06 Episode 24 – The Bon Voyage Reaction," Look, I appreciate your signature blend of concern for me and incredible selfishness. If I get the chance to do this, there is nothing you can say that’s going to stop me.",Leonard,06,24,[],2
31199,Series 06 Episode 24 – The Bon Voyage Reaction," Oh, that’s awful.",Leonard,06,24,[],1
31201,Series 06 Episode 24 – The Bon Voyage Reaction," So, listen, do you remember when I said the similarities of the equations of general relativity and hydrodynamics suggest you could find the equivalent of Unruh radiation in a large body of water?",Leonard,06,24,[],1
31203,Series 06 Episode 24 – The Bon Voyage Reaction," Anyway, Stephen Hawking’s team is looking into that, and I’ve been invited to join them.",Leonard,06,24,['Stephen'],1
31205,Series 06 Episode 24 – The Bon Voyage Reaction," Well, it is. Just, you know, I’d be gone for a while.",Leonard,06,24,[],2
31207,Series 06 Episode 24 – The Bon Voyage Reaction," Three, four months.",Leonard,06,24,[],1
31209,Series 06 Episode 24 – The Bon Voyage Reaction,Couple of weeks.,Leonard,06,24,[],1
31211,Series 06 Episode 24 – The Bon Voyage Reaction," That’s the thing, you can’t. I’ll be on a ship in the North Sea.",Leonard,06,24,[],2
31213,Series 06 Episode 24 – The Bon Voyage Reaction," Uh, he’s not gonna be there. He’s just sending a team to research his theory.",Leonard,06,24,[],2
31215,Series 06 Episode 24 – The Bon Voyage Reaction," Yeah. And I’m a little worried because things between us have been so great, and I’d hate to do anything that screws that up.",Leonard,06,24,[],2
31217,Series 06 Episode 24 – The Bon Voyage Reaction,Okay. I’ll confirm the travel arrangements in the morning.,Leonard,06,24,[],2
31219,Series 06 Episode 24 – The Bon Voyage Reaction,I do have to ask you one favour.,Leonard,06,24,[],1
31221,Series 06 Episode 24 – The Bon Voyage Reaction,Sheldon’s nervous about me leaving. Just keep an eye on him while I’m gone.,Leonard,06,24,['Sheldon'],2
31223,Series 06 Episode 24 – The Bon Voyage Reaction," Well, flush Sheldon down the toilet and get me a new one.",Leonard,06,24,['Sheldon'],1
31225,Series 06 Episode 24 – The Bon Voyage Reaction," Really, you guys do not need to throw me a going-away party.",Leonard,06,24,[],1
31229,Series 06 Episode 24 – The Bon Voyage Reaction," There’s beer in the fridge. Anyway, you guys really don’t need to make a big deal.",Leonard,06,24,[],2
31239,Series 06 Episode 24 – The Bon Voyage Reaction," Oh. Thank you, Raj. I’d be honoured.",Leonard,06,24,['Raj'],3
31302,Series 06 Episode 24 – The Bon Voyage Reaction,Yeah.,Leonard,06,24,[],1
31304,Series 06 Episode 24 – The Bon Voyage Reaction,Yeah.,Leonard,06,24,[],1
31306,Series 06 Episode 24 – The Bon Voyage Reaction," I know. As far as science goes, this is the adventure of a lifetime.",Leonard,06,24,[],2
31308,Series 06 Episode 24 – The Bon Voyage Reaction,It’s not a competition.,Leonard,06,24,[],1
31313,Series 06 Episode 24 – The Bon Voyage Reaction," Thank you, Sheldon. That must’ve been very hard for you to say.",Leonard,06,24,['Sheldon'],2
31331,Series 06 Episode 24 – The Bon Voyage Reaction,Yep. I’m really gonna miss you.,Leonard,06,24,[],2
31335,Series 06 Episode 24 – The Bon Voyage Reaction," Anyway, we can e-mail, and I think the phone connections are pretty good.",Leonard,06,24,[],1
31337,Series 06 Episode 24 – The Bon Voyage Reaction,Would you just relax?,Leonard,06,24,[],1
31340,Series 06 Episode 24 – The Bon Voyage Reaction,Yeah.,Leonard,06,24,[],1
31342,Series 06 Episode 24 – The Bon Voyage Reaction,I’m covered.,Leonard,06,24,[],1
31345,Series 06 Episode 24 – The Bon Voyage Reaction,Calm down. I’m getting out. I have something I want to give you.,Leonard,06,24,[],3
31349,Series 06 Episode 24 – The Bon Voyage Reaction," I love you, too.",Leonard,06,24,[],1
31378,Series 07 Episode 01 – The Hofstadter Insufficiency," Sheldon, it’s not a great time, what do you want?",Leonard,07,01,['Sheldon'],1
31380,Series 07 Episode 01 – The Hofstadter Insufficiency,What is it?,Leonard,07,01,[],1
31382,Series 07 Episode 01 – The Hofstadter Insufficiency,So?,Leonard,07,01,[],1
31384,Series 07 Episode 01 – The Hofstadter Insufficiency," Sheldon, I got to go inside. It’s getting rough out here.",Leonard,07,01,['Sheldon'],2
31386,Series 07 Episode 01 – The Hofstadter Insufficiency,What was what?,Leonard,07,01,[],1
31388,Series 07 Episode 01 – The Hofstadter Insufficiency," Okay, I’m hanging up now. You know there’s no such thing as a k… (Leonard is attacked and dragged into the sea by a huge tentacle. Sheldon wakes up in bed.)",Leonard,07,01,"['Leonard', 'Sheldon']",3
